timestamp,label,ESP32_NODE_1_sub_0,ESP32_NODE_1_sub_1,ESP32_NODE_1_sub_2,ESP32_NODE_1_sub_3,ESP32_NODE_1_sub_4,ESP32_NODE_1_sub_5,ESP32_NODE_1_sub_6,ESP32_NODE_1_sub_7,ESP32_NODE_1_sub_8,ESP32_NODE_1_sub_9,ESP32_NODE_2_sub_0,ESP32_NODE_2_sub_1,ESP32_NODE_2_sub_2,ESP32_NODE_2_sub_3,ESP32_NODE_2_sub_4,ESP32_NODE_2_sub_5,ESP32_NODE_2_sub_6,ESP32_NODE_2_sub_7,ESP32_NODE_2_sub_8,ESP32_NODE_2_sub_9,ESP32_NODE_3_sub_0,ESP32_NODE_3_sub_1,ESP32_NODE_3_sub_2,ESP32_NODE_3_sub_3,ESP32_NODE_3_sub_4,ESP32_NODE_3_sub_5,ESP32_NODE_3_sub_6,ESP32_NODE_3_sub_7,ESP32_NODE_3_sub_8,ESP32_NODE_3_sub_9
1772090054.549901,empty_room,128,5,0,0,0,0,15,15,17,17,128,5,0,0,0,0,26,24,27,26,21,15,0,0,0,0,12,17,21,23
1772090054.6426237,empty_room,128,5,0,0,0,0,15,12,11,12,21,15,0,0,0,0,19,15,10,4,128,5,0,0,0,0,19,17,16,16
1772090054.7351193,empty_room,90,11,0,0,0,0,17,18,17,17,99,5,0,0,0,0,17,13,7,3,128,5,0,0,0,0,13,12,14,15
1772090054.8614047,empty_room,128,5,0,0,0,0,15,17,17,15,90,11,0,0,0,0,17,18,16,16,128,5,0,0,0,0,19,20,20,21
1772090054.9719474,empty_room,128,5,0,0,0,0,13,11,17,18,128,5,0,0,0,0,23,21,24,24,21,15,0,0,0,0,13,18,23,26
1772090055.0812929,empty_room,140,6,0,0,0,0,25,20,19,23,128,5,0,0,0,0,17,14,13,13,140,6,0,0,0,0,28,28,28,29
1772090055.1733818,empty_room,90,11,0,0,0,0,15,11,19,12,128,5,0,0,0,0,18,18,17,18,90,11,0,0,0,0,19,22,20,19
1772090055.2666998,empty_room,117,29,0,0,0,0,10,10,10,14,117,29,0,0,0,0,16,18,18,19,128,5,0,0,0,0,14,15,13,13
1772090055.3603103,empty_room,99,5,0,0,0,0,23,20,18,16,128,5,0,0,0,0,22,24,26,22,134,5,0,0,0,0,16,21,28,31
1772090055.4233832,empty_room,32,18,0,0,0,0,18,13,16,17,99,5,0,0,0,0,18,19,19,19,32,18,0,0,0,0,20,20,22,20
