timestamp,label,ESP32_NODE_1_sub_0,ESP32_NODE_1_sub_1,ESP32_NODE_1_sub_2,ESP32_NODE_1_sub_3,ESP32_NODE_1_sub_4,ESP32_NODE_1_sub_5,ESP32_NODE_1_sub_6,ESP32_NODE_1_sub_7,ESP32_NODE_1_sub_8,ESP32_NODE_1_sub_9,ESP32_NODE_2_sub_0,ESP32_NODE_2_sub_1,ESP32_NODE_2_sub_2,ESP32_NODE_2_sub_3,ESP32_NODE_2_sub_4,ESP32_NODE_2_sub_5,ESP32_NODE_2_sub_6,ESP32_NODE_2_sub_7,ESP32_NODE_2_sub_8,ESP32_NODE_2_sub_9,ESP32_NODE_3_sub_0,ESP32_NODE_3_sub_1,ESP32_NODE_3_sub_2,ESP32_NODE_3_sub_3,ESP32_NODE_3_sub_4,ESP32_NODE_3_sub_5,ESP32_NODE_3_sub_6,ESP32_NODE_3_sub_7,ESP32_NODE_3_sub_8,ESP32_NODE_3_sub_9
1772035646.070119,falling_4,134,5,0,0,0,0,22,20,18,18,134,5,0,0,0,0,24,22,16,13,134,5,0,0,0,0,11,15,20,24
1772035646.406279,falling_4,134,5,0,0,0,0,22,21,19,17,134,5,0,0,0,0,22,19,15,10,134,5,0,0,0,0,9,14,19,24
1772035646.7140446,falling_4,134,5,0,0,0,0,18,16,15,14,134,5,0,0,0,0,26,22,17,12,134,5,0,0,0,0,7,13,18,21
1772035647.0314074,falling_4,134,5,0,0,0,0,23,21,19,19,134,5,0,0,0,0,23,21,17,11,134,5,0,0,0,0,6,12,17,23
1772035647.3477376,falling_4,134,5,0,0,0,0,25,24,22,22,134,5,0,0,0,0,23,20,17,11,134,5,0,0,0,0,8,14,19,24
1772035647.6334565,falling_4,134,5,0,0,0,0,21,19,18,17,134,5,0,0,0,0,25,22,17,13,134,5,0,0,0,0,9,15,20,25
1772035647.9728458,falling_4,134,5,0,0,0,0,25,22,21,22,134,5,0,0,0,0,21,19,15,12,134,5,0,0,0,0,8,15,18,26
1772035648.3735137,falling_4,134,5,0,0,0,0,22,20,19,18,134,5,0,0,0,0,23,20,16,11,134,5,0,0,0,0,12,16,22,26
1772035648.6706998,falling_4,134,5,0,0,0,0,24,23,21,21,134,5,0,0,0,0,22,21,17,14,134,5,0,0,0,0,7,13,18,23
1772035648.9646876,falling_4,134,5,0,0,0,0,24,22,21,19,134,5,0,0,0,0,24,21,17,12,69,1,0,0,0,0,18,18,18,18
1772035649.2728202,falling_4,134,5,0,0,0,0,21,20,18,18,134,5,0,0,0,0,26,24,18,14,134,5,0,0,0,0,1,8,14,18
1772035649.5777721,falling_4,134,5,0,0,0,0,22,21,18,19,134,5,0,0,0,0,21,19,15,11,134,5,0,0,0,0,8,14,19,24
1772035649.8925545,falling_4,134,5,0,0,0,0,20,19,18,17,69,1,0,0,0,0,24,21,25,22,134,5,0,0,0,0,11,17,21,24
1772035650.1969533,falling_4,134,5,0,0,0,0,23,22,20,19,134,5,0,0,0,0,24,20,16,9,134,5,0,0,0,0,16,44,60,60
1772035650.500988,falling_4,134,5,0,0,0,0,22,20,18,18,69,1,0,0,0,0,10,15,13,18,134,5,0,0,0,0,14,19,24,29
1772035650.806347,falling_4,134,5,0,0,0,0,23,21,20,21,134,5,0,0,0,0,23,20,14,9,134,5,0,0,0,0,7,13,19,23
1772035651.1477027,falling_4,134,5,0,0,0,0,21,19,17,16,134,5,0,0,0,0,22,18,13,9,134,5,0,0,0,0,9,14,20,25
1772035651.5679767,falling_4,134,5,0,0,0,0,22,20,19,17,134,5,0,0,0,0,21,17,12,7,134,5,0,0,0,0,7,13,19,24
1772035651.9577637,falling_4,134,5,0,0,0,0,22,21,20,19,69,1,0,0,0,0,24,20,26,26,134,5,0,0,0,0,8,12,17,20
1772035652.282019,falling_4,134,5,0,0,0,0,22,21,20,18,134,5,0,0,0,0,23,19,14,9,134,5,0,0,0,0,8,14,19,23
1772035652.6536117,falling_4,134,5,0,0,0,0,18,17,16,15,134,5,0,0,0,0,22,17,13,8,134,5,0,0,0,0,8,14,19,24
1772035652.954812,falling_4,134,5,0,0,0,0,25,23,20,20,134,5,0,0,0,0,23,19,13,8,134,5,0,0,0,0,8,13,18,23
1772035653.2887611,falling_4,134,5,0,0,0,0,22,21,19,18,134,5,0,0,0,0,21,17,12,6,134,5,0,0,0,0,7,12,17,20
1772035653.6170638,falling_4,134,5,0,0,0,0,22,20,19,17,134,5,0,0,0,0,21,18,14,7,134,5,0,0,0,0,8,12,17,22
1772035654.0238843,falling_4,134,5,0,0,0,0,22,20,19,18,134,5,0,0,0,0,22,18,13,7,134,5,0,0,0,0,7,13,17,22
1772035654.4335485,falling_4,134,5,0,0,0,0,19,18,17,16,134,5,0,0,0,0,25,20,15,9,134,5,0,0,0,0,6,11,17,19
1772035654.823762,falling_4,134,5,0,0,0,0,22,20,19,19,134,5,0,0,0,0,22,20,13,8,134,5,0,0,0,0,6,10,16,20
1772035655.1297152,falling_4,134,5,0,0,0,0,23,21,19,19,134,5,0,0,0,0,25,19,14,7,134,5,0,0,0,0,6,12,17,21
1772035655.448292,falling_4,134,5,0,0,0,0,22,21,20,19,134,5,0,0,0,0,24,19,15,7,134,5,0,0,0,0,14,19,24,28
1772035655.866295,falling_4,99,5,0,0,0,0,22,20,19,18,134,5,0,0,0,0,19,17,13,8,134,5,0,0,0,0,9,14,19,23
1772035656.2391737,falling_4,134,5,0,0,0,0,24,22,22,22,134,5,0,0,0,0,26,21,17,10,69,1,0,0,0,0,16,15,17,16
1772035656.565344,falling_4,134,5,0,0,0,0,22,21,20,21,134,5,0,0,0,0,24,20,15,9,134,5,0,0,0,0,10,14,19,23
1772035656.8769386,falling_4,134,5,0,0,0,0,23,21,20,19,134,5,0,0,0,0,19,14,9,5,134,5,0,0,0,0,14,20,24,28
1772035657.3013005,falling_4,134,5,0,0,0,0,25,23,22,23,134,5,0,0,0,0,19,15,9,4,134,5,0,0,0,0,11,16,22,27
1772035657.718869,falling_4,134,5,0,0,0,0,22,21,20,19,134,5,0,0,0,0,20,18,15,12,134,5,0,0,0,0,9,14,18,23
1772035658.089875,falling_4,134,5,0,0,0,0,21,19,18,18,134,5,0,0,0,0,29,25,19,13,134,5,0,0,0,0,11,15,20,24
1772035658.4067914,falling_4,134,5,0,0,0,0,24,22,21,21,134,5,0,0,0,0,26,25,19,15,134,5,0,0,0,0,10,15,20,24
1772035658.726685,falling_4,134,5,0,0,0,0,23,23,21,21,134,5,0,0,0,0,24,20,15,11,134,5,0,0,0,0,9,15,21,25
1772035659.1083288,falling_4,134,5,0,0,0,0,23,21,20,20,134,5,0,0,0,0,26,23,19,14,134,5,0,0,0,0,6,10,16,21
